date	smin	smax	smean	tmean
01/01/2009  	24.73557    	30.57932    	28.67075    	 2.527051852
02/01/2009  	23.74965    	30.63981    	28.23336    	 2.373380865
03/01/2009  	25.80811    	30.91588    	29.01048    	 2.492476596
04/01/2009  	26.36898    	31.11963    	28.77793    	 2.674741690
05/01/2009  	25.40080    	30.88722    	28.25297    	 2.208902591
06/01/2009  	27.18223    	31.23239    	29.58439    	 1.785453807
07/01/2009  	28.19366    	31.59478    	30.23749    	 2.162947975
08/01/2009  	26.46037    	31.32260    	29.61369    	 1.787513913
09/01/2009  	24.63092    	31.26982    	28.64423    	 1.395726614
10/01/2009  	24.16556    	31.32101    	28.17303    	 0.977201296
11/01/2009  	19.59610    	30.90996    	25.90067    	 0.515521692
12/01/2009  	17.26284    	25.11366    	21.27973    	 0.310298219
13/01/2009  	17.03970    	26.95836    	21.59422    	 1.250240792
14/01/2009  	16.64545    	27.10057    	22.05218    	 1.709223303
15/01/2009  	16.48200    	27.18846    	21.77870    	 1.693510026
16/01/2009  	17.54080    	26.49730    	22.06132    	 1.578415784
17/01/2009  	13.66241    	26.19555    	20.52405    	 1.686914250
18/01/2009  	13.87430    	21.76004    	17.27991    	 2.134436801
19/01/2009  	18.18068    	24.42475    	21.70431    	 2.870733768
20/01/2009  	21.94479    	23.77944    	23.01297    	 3.025136491
21/01/2009  	22.91480    	23.28762    	23.12443    	 2.912985459
22/01/2009  	17.62509    	23.03596    	21.39651    	 2.402765932
23/01/2009  	16.78020    	25.53245    	22.55073    	 2.474616443
24/01/2009  	18.56656    	24.95052    	22.05254    	 2.880377303
25/01/2009  	18.19324    	25.75263    	22.21870    	 2.967265571
26/01/2009  	17.88713    	26.62449    	23.44502    	 2.679088329
27/01/2009  	17.73248    	26.90090    	23.58046    	 2.183120827
28/01/2009  	19.33520    	27.64952    	24.18744    	 1.928835742
29/01/2009  	18.60619    	27.24789    	24.06283    	 1.530598288
30/01/2009  	18.85560    	27.17842    	23.77263    	 1.135036564
31/01/2009  	20.54185    	27.27292    	24.43974    	 0.824517023
01/02/2009  	21.26334    	28.03972    	25.47773    	 0.669001470
02/02/2009  	24.20837    	28.69490    	26.62305    	 0.647011845
03/02/2009  	25.17371    	29.07852    	27.51968    	 0.936823802
04/02/2009  	25.22595    	28.89050    	27.74662    	 1.064055013
05/02/2009  	25.72040    	29.06128    	27.93097    	 1.121335828
06/02/2009  	25.13487    	28.72269    	27.33801    	 1.324689962
07/02/2009  	24.53530    	29.29353    	27.08374    	 1.430756802
08/02/2009  	24.52363    	29.57347    	27.33910    	 1.453345080
09/02/2009  	21.15169    	29.48993    	26.33142    	 1.505997171
10/02/2009  	21.32528    	30.36427    	26.70047    	 1.636075800
11/02/2009  	22.85515    	30.50119    	26.62907    	 1.814022412
12/02/2009  	23.42863    	30.66986    	26.91652    	 2.010868651
13/02/2009  	24.07793    	30.75037    	27.15102    	 2.211561476
14/02/2009  	24.08389    	30.83497    	27.35157    	 2.017340514
15/02/2009  	20.71000    	30.66237    	26.90507    	 2.172109038
16/02/2009  	20.80709    	30.16412    	26.08764    	 2.491373012
17/02/2009  	20.99430    	30.05004    	25.98745    	 2.834662740
18/02/2009  	20.59082    	28.65722    	24.81534    	 2.768256982
19/02/2009  	18.19468    	26.48047    	22.65556    	 2.637423446
20/02/2009  	16.39713    	25.23925    	20.92886    	 2.855005493
21/02/2009  	15.74770    	26.91198    	21.82232    	 3.015723512
22/02/2009  	15.72203    	28.39273    	22.73348    	 3.346683393
23/02/2009  	15.44870    	29.01387    	22.82300    	 3.721725613
24/02/2009  	16.21709    	29.23940    	23.34225    	 3.856303126
25/02/2009  	14.05512    	29.34833    	22.74062    	 4.029019947
26/02/2009  	13.47816    	28.81849    	22.26099    	 4.332930664
27/02/2009  	11.28781    	29.22997    	20.79662    	 4.742332190
28/02/2009  	12.14232    	29.32366    	21.76517    	 4.965454598
01/03/2009  	13.92081    	29.47517    	23.50884    	 4.904252976
02/03/2009  	15.96242    	29.70146    	24.01749    	 5.093022019
03/03/2009  	14.02994    	28.78260    	21.62956    	 5.097730080
04/03/2009  	12.39450    	23.98952    	17.46270    	 4.925603241
05/03/2009  	15.07362    	24.05341    	20.69010    	 4.952589343
06/03/2009  	14.14253    	25.77081    	21.16575    	 4.945010493
07/03/2009  	15.83899    	26.18522    	22.19113    	 4.828792145
08/03/2009  	13.07033    	23.49440    	19.40007    	 5.025084525
09/03/2009  	11.65019    	23.05877    	18.29751    	 5.041187753
10/03/2009  	11.69116    	26.12710    	18.92960    	 4.954182615
11/03/2009  	12.10309    	26.75894    	20.32254    	 4.913297484
12/03/2009  	12.56475    	27.95643    	20.39148    	 5.131593257
13/03/2009  	13.62366    	28.00919    	22.20012    	 5.327852259
14/03/2009  	13.94903    	28.40124    	21.63834    	 5.577509662
15/03/2009  	16.13631    	28.42661    	23.34421    	 5.757320484
16/03/2009  	14.61925    	28.32060    	22.39443    	 6.065962126
17/03/2009  	15.50757    	28.55945    	23.56998    	 6.247545093
18/03/2009  	16.32093    	27.98702    	22.61160    	 6.400449812
19/03/2009  	17.87109    	27.75243    	24.09605    	 6.450862835
20/03/2009  	18.79981    	25.80946    	23.09735    	 6.541513284
21/03/2009  	18.14979    	25.36295    	22.96667    	 6.506493102
22/03/2009  	17.88038    	26.67544    	22.14621    	 6.484211773
23/03/2009  	14.75620    	25.53569    	20.55498    	 6.635887176
24/03/2009  	13.51398    	27.33936    	21.27569    	 6.298242331
25/03/2009  	14.76211    	28.34697    	21.55088    	 6.236570527
26/03/2009  	10.54998    	25.34727    	19.31601    	 6.310086608
27/03/2009  	11.77988    	24.82000    	19.14651    	 6.296831002
28/03/2009  	10.45431    	27.22053    	20.22725    	 6.234515925
29/03/2009  	12.70932    	27.34408    	21.09202    	 6.297023604
30/03/2009  	12.86989    	27.61794    	21.44485    	 6.287246654
31/03/2009  	13.63739    	27.71399    	21.29197    	 6.525220305
01/04/2009  	13.95525    	27.41662    	22.24483    	 6.876061052
02/04/2009  	15.80404    	27.73814    	23.58237    	 7.363851537
03/04/2009  	18.16314    	27.70609    	24.15813    	 7.786802888
04/04/2009  	15.77232    	26.24536    	22.97161    	 8.136650711
05/04/2009  	15.27145    	26.90097    	22.11920    	 8.291416099
06/04/2009  	15.66186    	27.52480    	22.86073    	 8.346788744
07/04/2009  	16.88787    	27.74600    	23.06307    	 8.643042286
08/04/2009  	14.59020    	25.32391    	20.97467    	 8.839992126
09/04/2009  	14.61957    	26.13729    	20.49769    	 8.879402936
10/04/2009  	15.22829    	27.14843    	21.35634    	 9.378304601
11/04/2009  	16.24138    	27.82422    	22.95870    	 9.750941992
12/04/2009  	17.21247    	28.00309    	23.95955    	 9.988430580
13/04/2009  	18.06215    	28.07847    	24.34356    	10.195412358
14/04/2009  	18.75521    	28.38765    	24.82623    	10.304318249
15/04/2009  	19.94226    	28.60238    	25.42614    	10.575829168
16/04/2009  	21.37226    	28.67899    	25.96859    	10.925629814
17/04/2009  	22.72709    	28.37925    	26.25830    	10.943827967
18/04/2009  	23.99335    	28.46043    	26.56758    	10.765259604
19/04/2009  	24.00785    	28.27171    	26.58536    	10.931007624
20/04/2009  	23.47260    	28.41622    	26.64186    	11.173503002
21/04/2009  	22.85536    	28.67147    	26.66296    	11.384675244
22/04/2009  	23.25647    	29.49475    	27.31421    	11.248434365
23/04/2009  	22.83685    	29.94609    	27.10528    	11.315831741
24/04/2009  	23.06620    	30.35427    	27.53705    	11.584348877
25/04/2009  	23.50648    	30.98134    	28.11079    	11.759828130
26/04/2009  	23.88066    	31.13702    	28.54375    	12.004718065
27/04/2009  	24.69669    	31.08483    	28.92753    	12.126952946
28/04/2009  	24.86668    	31.27942    	28.72211    	12.183631202
29/04/2009  	24.82976    	31.28515    	28.72214    	12.354820013
30/04/2009  	24.70618    	31.12566    	28.68080    	12.729807178
01/05/2009  	25.19875    	31.11420    	29.03245    	13.266804755
02/05/2009  	27.08832    	31.30340    	29.77570    	13.476360142
03/05/2009  	26.14565    	31.08837    	29.80626    	13.407395383
04/05/2009  	26.95044    	31.09088    	29.27929    	12.823344251
05/05/2009  	24.81061    	30.52243    	28.26234    	12.343647083
06/05/2009  	23.75328    	30.38966    	27.65148    	12.115931213
07/05/2009  	22.59631    	30.25309    	26.85195    	12.286581477
08/05/2009  	23.11482    	29.74038    	26.66720    	12.499396761
09/05/2009  	21.97087    	28.77907    	25.43812    	12.520229141
10/05/2009  	22.06147    	29.71702    	26.13813    	12.854661047
11/05/2009  	22.49220    	30.12918    	27.05788    	12.718373656
12/05/2009  	24.36379    	30.19715    	27.85470    	12.297445099
13/05/2009  	26.00386    	30.44301    	28.75541    	12.621931752
14/05/2009  	26.35182    	30.47731    	29.04521    	12.765550872
15/05/2009  	26.47081    	30.45803    	29.16511    	12.999982834
16/05/2009  	23.62063    	30.30479    	28.07822    	13.159513553
17/05/2009  	23.86223    	28.33450    	26.08048    	13.458204985
18/05/2009  	21.59754    	26.32819    	24.25026    	13.641899566
19/05/2009  	21.16274    	26.12854    	23.34312    	13.772736867
20/05/2009  	20.94702    	27.09897    	23.55389    	13.967981199
21/05/2009  	20.89092    	28.13553    	24.77319    	14.150834302
22/05/2009  	21.63664    	28.76804    	25.60980    	14.269464314
23/05/2009  	21.73412    	29.18880    	25.95754    	14.663570543
24/05/2009  	21.76115    	29.95836    	26.73234    	15.196645002
25/05/2009  	22.23352    	30.45908    	27.23712    	15.730004390
26/05/2009  	23.10966    	30.53660    	28.14719    	15.940882405
27/05/2009  	19.67833    	30.05085    	26.10587    	15.491684914
28/05/2009  	19.35017    	29.44540    	24.43983    	15.387091637
29/05/2009  	19.67669    	29.86022    	25.19205    	15.727887154
30/05/2009  	21.03231    	30.18029    	26.57435    	15.771105667
31/05/2009  	23.70544    	30.48812    	27.86479    	16.114442845
01/06/2009  	25.00869    	30.58591    	28.58164    	16.663757404
02/06/2009  	26.36957    	30.77457    	29.29668    	16.425893029
03/06/2009  	27.41102    	31.13103    	29.77786    	15.204001009
04/06/2009  	28.45580    	31.25417    	29.88247    	13.962004642
05/06/2009  	28.67757    	31.55708    	29.91752    	13.164159358
06/06/2009  	28.18311    	31.83688    	30.01082    	13.280852159
07/06/2009  	28.45610    	32.10284    	30.42073    	13.619045436
08/06/2009  	28.43946    	31.95911    	30.46965    	14.442292432
09/06/2009  	28.24622    	32.19015    	30.49386    	15.131698608
10/06/2009  	26.98339    	31.50411    	29.86160    	15.579481363
11/06/2009  	27.79330    	32.10738    	29.95701    	15.873616954
12/06/2009  	27.94865    	31.93060    	30.09356    	16.058879336
13/06/2009  	27.01093    	31.96506    	29.79036    	16.321689824
14/06/2009  	26.23619    	32.06085    	29.68388    	16.801918467
15/06/2009  	26.37088    	31.92957    	29.43547    	17.163097580
16/06/2009  	26.80732    	31.98940    	29.99353    	17.226779461
17/06/2009  	25.56361    	31.78713    	29.47089    	17.356155157
18/06/2009  	24.69154    	31.78484    	29.54046    	17.311653773
19/06/2009  	22.51799    	30.27789    	26.73167    	17.023753405
20/06/2009  	20.04822    	30.96460    	25.31555    	16.741611878
21/06/2009  	20.36800    	31.95202    	27.01096    	16.598637104
22/06/2009  	22.33882    	32.12730    	28.33908    	16.384861012
23/06/2009  	24.33323    	32.23352    	29.21370    	16.800057948
24/06/2009  	26.30005    	32.23812    	30.06831    	17.263625642
25/06/2009  	28.03085    	32.24625    	30.54050    	17.803463499
26/06/2009  	28.81260    	32.27826    	30.81728    	18.493190487
27/06/2009  	28.55374    	32.22343    	30.70730    	19.117675821
28/06/2009  	28.63258    	32.21036    	30.78204    	19.648504535
29/06/2009  	28.89585    	32.20404    	30.92488    	20.400130908
30/06/2009  	29.25355    	32.20490    	31.08199    	20.917620420
01/07/2009  	29.78487    	32.21046    	31.25512    	21.202638467
02/07/2009  	30.20318    	32.26438    	31.43797    	21.220843116
03/07/2009  	30.44211    	32.34265    	31.68944    	21.300939361
04/07/2009  	30.43408    	32.32307    	31.68517    	21.687771161
05/07/2009  	29.72976    	32.31540    	31.44671    	22.066198746
06/07/2009  	26.15249    	32.38896    	30.56070    	21.988212347
07/07/2009  	22.67726    	30.82295    	27.58311    	20.818943183
08/07/2009  	22.56897    	31.57355    	27.55276    	20.152944525
09/07/2009  	22.34349    	31.71028    	27.51100    	18.976203402
10/07/2009  	22.44440    	30.63182    	27.45484    	17.403737366
11/07/2009  	23.52632    	31.71932    	27.14393    	16.971008102
12/07/2009  	23.11693    	31.50608    	27.37661    	17.409955064
13/07/2009  	22.95905    	31.27015    	27.13071    	18.044942856
14/07/2009  	22.77403    	31.14790    	27.30662    	19.001671751
15/07/2009  	21.00325    	30.82874    	27.16563    	19.623655637
16/07/2009  	19.95509    	29.45036    	24.52264    	19.736205101
17/07/2009  	23.78459    	29.77047    	27.03402    	19.825429042
18/07/2009  	21.75607    	27.90804    	25.00549    	19.117698550
19/07/2009  	21.05121    	25.59184    	23.84968    	18.608777960
20/07/2009  	22.36033    	25.32117    	23.70732    	18.477257927
21/07/2009  	22.38579    	27.70499    	24.42903    	18.481112480
22/07/2009  	22.34056    	28.13795    	25.18569    	18.883111040
23/07/2009  	22.45820    	28.76619    	25.59966    	19.068009853
24/07/2009  	23.10494    	28.82424    	26.00508    	18.970948815
25/07/2009  	22.84438    	29.18224    	26.15845    	18.948800842
26/07/2009  	22.42438    	29.46916    	25.91207    	19.037700494
27/07/2009  	22.55082    	29.74766    	26.72286    	19.380940318
28/07/2009  	23.33057    	29.51499    	27.02175    	19.361498396
29/07/2009  	23.17894    	29.35110    	26.85416    	19.467573404
30/07/2009  	21.29404    	29.41732    	26.37753    	19.142003616
31/07/2009  	20.67317    	27.26285    	24.24922    	18.366004348
01/08/2009  	21.94894    	28.05104    	25.56941    	18.510085901
02/08/2009  	23.85627    	29.02402    	26.63591    	18.803997517
03/08/2009  	21.76838    	29.19320    	25.90242    	18.964361986
04/08/2009  	21.61922    	29.50949    	26.07479    	19.294395487
05/08/2009  	21.77006    	29.70545    	26.54477    	19.759688139
06/08/2009  	22.62166    	30.28389    	27.61916    	20.388167024
07/08/2009  	22.70266    	30.61287    	27.90857    	20.835056067
08/08/2009  	23.69009    	30.67982    	28.15902    	20.870826523
09/08/2009  	23.36591    	30.98036    	28.33923    	20.755751928
10/08/2009  	23.91610    	31.04326    	28.69150    	20.915723085
11/08/2009  	25.91678    	30.96222    	29.21711    	21.210178812
12/08/2009  	26.27206    	30.96720    	29.37548    	21.112797499
13/08/2009  	26.58102    	31.01034    	29.27486    	20.851776401
14/08/2009  	26.66514    	30.97733    	29.11639    	20.761142095
15/08/2009  	23.64653    	30.78226    	28.15038    	20.383416494
16/08/2009  	23.48066    	28.95381    	26.47851    	20.067724586
17/08/2009  	23.09117    	30.04718    	26.87226    	20.057939092
18/08/2009  	22.76980    	30.45748    	27.11227    	19.900479396
19/08/2009  	22.56549    	30.91184    	27.39756    	19.886014303
20/08/2009  	23.28160    	31.22021    	28.32990    	20.206637422
21/08/2009  	23.11234    	30.91287    	28.06658    	20.111838142
22/08/2009  	23.19831    	30.94746    	27.70295    	19.930471818
23/08/2009  	23.07456    	31.12793    	27.65999    	20.180298527
24/08/2009  	23.64722    	31.35082    	28.54997    	20.261077960
25/08/2009  	25.36051    	31.31560    	29.44676    	20.637309353
26/08/2009  	25.43445    	31.02051    	28.91978    	19.970436613
27/08/2009  	25.06030    	29.84466    	27.66954    	19.480314175
28/08/2009  	23.03411    	28.20893    	25.38781    	18.739086191
29/08/2009  	24.48343    	27.28506    	25.83864    	17.262787700
30/08/2009  	24.76363    	26.51317    	25.79711    	16.608665029
31/08/2009  	25.11315    	26.19801    	25.88452    	16.227470756
01/09/2009  	25.33387    	28.00930    	26.28517    	16.544863820
02/09/2009  	24.35864    	26.21170    	25.32241    	16.995511214
03/09/2009  	21.28723    	26.09122    	24.23129    	16.819663127
04/09/2009  	23.74936    	29.65013    	26.94834    	15.958581845
05/09/2009  	25.86567    	28.75716    	27.72324    	15.938440681
06/09/2009  	25.36246    	28.41757    	27.25045    	15.825369279
07/09/2009  	25.31820    	28.44306    	27.15968    	15.853482167
08/09/2009  	25.85259    	28.49877    	27.24301    	16.250051995
09/09/2009  	26.12931    	29.29266    	27.77736    	16.705604355
10/09/2009  	25.82866    	29.06266    	27.46714    	16.759216309
11/09/2009  	26.82323    	29.48711    	28.01572    	16.358244816
12/09/2009  	26.79907    	29.64364    	28.42282    	16.510762711
