time	PAR	temp	PN	
10:49:37	27	19.50	-0.50	
10:49:53	25	19.50	-0.60	
10:50:00	25	19.70	-0.70	
10:50:25	25	19.60	-0.40	
10:50:41	25	19.50	-0.50	
10:50:57	25	19.60	-0.50	
10:51:13	25	19.50	-0.80	
10:51:29	25	19.50	-0.70	
10:51:45	25	19.70	-0.50	
10:52:01	24	19.50	-0.70	
10:52:17	23	19.40	-0.60	
10:52:33	24	19.50	-0.50	
10:52:48	23	19.50	-0.80	
10:53:04	21	19.40	-0.60	
10:53:10	21	19.60	-0.90	
10:53:36	22	19.40	-1.00	
10:53:52	21	19.40	-0.20	
10:54:08	21	19.50	-0.80	
10:54:24	21	19.50	-0.90	
10:54:40	19	19.30	-0.70	
10:54:56	20	19.30	-0.90	
10:55:12	20	19.40	-0.80	
10:55:28	20	19.30	-0.40	
10:55:44	19	19.30	-0.70	
10:56:00	19	19.30	-1.00	
10:56:16	18	19.30	-0.90	
10:56:32	19	19.30	-1.00	
10:56:48	18	19.30	-0.70	
10:57:04	18	19.30	-0.90	
10:57:19	15	19.20	-1.00	
10:57:35	17	19.20	-0.90	
10:57:51	17	19.20	-0.80	
10:58:07	16	19.20	-0.90	
10:58:23	17	19.20	-1.10	
10:58:39	16	19.20	-1.20	
10:58:55	16	19.20	-1.20	
