time	PAR	temp	PN	
06:52:07	250	24.00	8.60	
06:52:23	251	24.10	8.80	
06:52:39	246	24.10	9.00	
06:52:55	228	23.90	8.10	
06:53:10	223	23.90	7.10	
06:53:26	219	23.80	6.10	
06:53:42	228	23.80	6.40	
06:53:58	241	23.60	5.30	
06:54:14	231	23.60	6.60	
06:54:30	247	23.60	6.90	
06:54:46	254	23.70	7.60	
06:55:02	254	23.70	7.90	
06:55:18	243	23.60	9.10	
06:55:34	225	23.60	8.20	
06:55:50	219	23.40	7.20	
06:56:06	216	23.40	6.00	
06:56:22	209	23.30	5.60	
06:56:38	212	23.40	5.60	
06:56:54	228	23.40	5.70	
06:57:10	217	23.40	6.80	
06:57:26	221	23.50	7.10	
06:57:41	221	23.50	6.70	
06:57:57	221	23.70	6.70	
06:58:13	224	23.80	6.80	
06:58:29	220	23.90	7.00	
06:58:45	213	24.00	7.00	
06:59:01	206	24.00	6.40	
06:59:17	194	24.00	6.60	
06:59:33	187	24.00	6.00	
06:59:49	179	24.00	5.00	
07:00:05	177	24.00	4.80	
07:00:21	173	24.00	5.10	
07:00:37	169	23.90	4.90	
07:00:53	174	23.90	5.10	
07:01:00	174	23.80	5.00	
07:01:25	165	23.60	4.70	
07:01:41	163	23.60	4.80	
07:01:57	166	23.40	4.80	
07:02:12	171	23.50	4.80	
07:02:28	171	23.40	4.70	
07:02:44	171	23.30	5.10	
07:03:00	174	23.30	4.80	
07:03:16	180	23.30	4.90	
07:03:32	176	23.10	4.80	
07:03:48	175	23.20	4.90	
07:04:04	177	23.10	5.00	
07:04:20	178	23.20	4.70	
07:04:36	184	23.30	4.90	
07:04:52	196	23.30	5.10	
07:05:08	206	23.60	5.70	
07:05:24	214	23.60	6.20	
07:05:40	225	23.70	6.40	
07:05:56	226	23.70	6.40	
07:06:12	219	23.70	6.30	
07:06:28	214	23.80	6.20	
07:06:43	222	23.80	6.40	
07:06:59	223	23.70	6.50	
07:07:15	220	23.60	6.50	
07:07:31	222	23.50	5.90	
07:07:47	224	23.50	6.50	
07:08:03	223	23.40	6.50	
07:08:19	224	23.30	6.50	
07:08:35	223	23.40	6.40	
07:08:51	219	23.40	6.90	
07:09:07	213	23.30	6.80	
07:09:23	209	23.30	6.10	
07:09:39	210	23.40	6.50	
07:09:55	199	23.30	6.10	
07:10:11	197	23.20	6.70	
07:10:27	197	23.20	5.20	
07:10:43	203	23.20	4.40	
07:10:59	214	23.10	5.70	
07:13:41	206	23.30	6.60	
07:13:57	202	23.30	5.80	
07:14:13	197	23.30	-0.50	
07:14:28	195	23.40	2.70	
07:14:44	194	23.40	0.60	
07:15:00	196	23.50	2.00	
07:15:16	200	23.50	3.00	
07:15:32	204	23.50	3.00	
07:15:48	207	23.70	3.60	
07:16:04	211	23.70	4.20	
07:16:20	215	23.60	4.60	
07:16:36	220	23.60	4.50	
07:16:52	222	23.60	4.80	
07:07:08	222	23.50	4.80	
07:07:24	224	23.40	5.00	
07:07:40	223	23.30	4.90	
07:07:56	219	23.30	5.10	
07:18:12	216	23.10	5.20	
07:18:28	209	23.10	4.20	
07:18:44	209	22.90	4.50	
07:18:59	202	22.90	4.70	
07:19:15	198	22.90	4.30	
07:19:31	194	22.90	4.00	
07:19:47	191	22.80	4.00	
07:20:03	184	22.80	4.20	
07:20:19	176	22.90	4.30	
07:20:35	175	22.80	4.10	
07:20:51	175	23.00	3.80	
07:21:07	178	23.00	3.60	
07:21:23	176	23.00	3.20	
07:21:39	173	23.10	3.60	
07:21:55	168	23.10	3.60	
07:22:11	162	23.10	3.60	
07:22:27	161	23.20	3.20	
07:22:43	157	23.20	3.00	
07:22:59	153	23.20	3.00	
07:23:15	152	23.10	2.70	
07:23:32	150	23.00	2.70	
07:23:46	148	23.00	2.80	
07:24:02	147	23.00	2.90	
07:24:18	149	23.00	2.70	
07:24:34	151	23.00	2.70	
07:24:50	159	23.00	2.90	
07:25:06	163	23.00	2.80	
07:25:22	170	22.90	3.20	
07:25:38	177	23.00	3.20	
07:25:54	182	23.00	3.50	
07:26:10	188	22.90	3.50	
07:26:26	194	23.00	3.60	
07:26:42	197	23.00	4.00	
07:26:58	197	23.00	3.90	
07:27:14	191	22.90	4.10	
07:27:30	190	23.00	4.30	
07:27:46	188	22.80	4.30	
07:28:03	188	22.90	3.90	
07:28:07	187	23.00	4.10	
07:28:33	183	23.00	3.50	
07:28:49	183	23.00	3.80	
07:29:05	184	23.00	4.00	
07:29:21	189	23.10	3.60	
07:29:37	193	23.00	4.00	
07:29:53	195	23.10	3.70	
07:30:00	199	23.20	4.00	
07:30:25	200	23.10	3.80	
07:30:41	203	23.10	4.10	
07:30:57	204	23.00	4.30	
07:31:13	206	23.10	4.40	
07:31:29	206	23.10	4.20	
07:31:45	206	23.20	4.40	
07:32:01	207	23.10	4.10	
07:32:07	202	23.10	4.40	
07:32:34	198	23.20	4.20	
07:32:48	195	23.20	4.10	
07:33:04	192	23.00	4.10	
07:33:20	190	23.00	3.80	
07:33:36	188	23.00	3.80	
07:33:52	186	23.10	3.70	
07:34:08	187	23.00	3.60	
07:34:24	189	23.00	3.50	
07:34:40	189	23.00	3.40	
07:34:56	189	23.00	3.60	
07:35:12	189	23.00	3.90	
07:35:28	192	23.00	3.80	
07:35:44	193	23.00	4.10	
07:36:00	191	22.90	3.50	
07:36:16	190	22.90	4.10	
07:36:32	187	22.80	3.60	
07:36:48	185	22.80	3.70	
07:37:05	184	22.60	3.80	
07:37:19	183	22.60	3.50	
07:37:35	183	22.70	3.50	
07:37:51	187	22.50	3.60	
07:38:07	187	22.50	3.60	
07:38:23	183	22.30	3.60	
07:38:39	180	22.50	3.70	
07:38:55	179	22.30	3.00	
07:39:11	178	22.40	3.30	
07:39:27	178	22.40	3.40	
07:39:43	181	22.40	3.60	
07:39:59	182	22.40	3.30	
07:42:43	197	23.20	5.60	
07:42:59	197	23.10	5.90	
07:43:13	196	23.20	1.90	
07:43:29	196	23.10	3.60	
07:43:45	199	23.00	3.00	
07:44:01	202	23.10	3.90	
07:44:07	202	23.00	3.40	
07:44:34	197	22.90	4.20	
07:44:50	195	22.90	4.50	
07:45:04	193	23.00	4.60	
07:45:20	198	23.00	4.60	
07:45:36	203	22.90	4.70	
07:45:52	206	23.00	4.80	
07:46:08	213	23.00	4.60	
07:46:24	207	23.00	5.20	
07:46:40	208	23.10	5.20	
07:46:56	206	23.00	5.00	
07:47:12	201	23.00	5.20	
07:47:28	206	23.20	5.20	
07:47:44	191	23.20	4.90	
07:48:00	193	23.20	4.70	
07:48:16	196	23.20	4.40	
07:48:32	183	23.30	4.50	
07:48:49	179	23.30	4.50	
07:49:05	178	23.30	4.00	
07:49:21	178	23.40	4.10	
07:49:35	178	23.30	3.60	
07:49:51	178	23.40	3.90	
07:50:07	191	23.30	4.00	
07:50:23	180	23.30	4.10	
07:50:39	180	23.30	4.00	
07:50:55	185	23.30	4.20	
07:51:11	192	23.30	4.20	
07:51:27	203	23.30	4.40	
07:51:43	215	23.40	4.50	
07:51:59	220	23.40	5.00	
07:52:15	219	23.50	5.30	
07:52:31	212	23.50	5.60	
07:52:47	206	23.60	5.50	
07:53:03	198	23.60	5.40	
07:53:20	191	23.60	4.80	
07:53:36	186	23.70	4.60	
07:53:52	173	23.70	4.30	
07:54:08	170	23.70	4.00	
07:54:22	170	23.70	3.90	
07:54:38	176	23.80	3.90	
07:54:54	171	23.70	3.80	
07:55:10	178	23.70	3.80	
07:55:26	178	23.60	4.20	
07:55:42	176	23.40	3.80	
07:55:58	173	23.40	4.10	
07:56:14	162	23.40	4.10	
07:56:30	156	23.40	3.70	
07:56:46	153	23.40	3.20	
07:57:02	150	23.20	3.30	
07:57:18	151	23.10	3.40	
07:57:34	154	23.10	3.00	
07:57:51	152	23.20	3.20	
07:58:07	151	23.20	3.40	
07:58:23	150	23.30	3.40	
07:58:37	146	23.30	3.30	
07:58:53	141	23.40	3.20	
07:59:00	145	23.50	3.00	
07:59:25	148	23.60	3.20	
07:59:41	146	23.60	3.20	
07:59:57	146	23.70	3.10	
08:00:13	144	23.70	3.20	
08:00:29	145	23.70	3.10	
08:00:45	143	23.60	3.20	
08:01:01	140	23.60	3.00	
08:01:17	141	23.50	3.00	
08:01:33	139	23.50	3.10	
08:01:49	139	23.40	3.00	
08:02:05	137	23.30	3.10	
08:02:22	135	23.30	3.10	
08:02:38	135	23.30	3.10	
08:02:54	136	23.20	2.70	
08:03:10	137	23.10	3.40	
08:03:24	136	23.10	2.70	
08:03:40	137	23.10	2.70	
08:03:56	140	23.00	2.80	
08:04:12	143	22.90	3.20	
08:04:28	142	22.90	3.00	
08:04:44	139	22.90	3.10	
08:05:00	136	22.90	3.20	
08:05:16	132	22.80	3.70	
08:05:32	133	22.80	2.90	
08:05:48	134	22.80	2.80	
08:06:04	144	22.90	3.10	
08:06:20	151	22.90	3.10	
08:06:36	160	23.00	3.20	
08:06:53	166	23.00	3.50	
08:07:00	173	23.00	3.80	
08:07:25	173	23.00	3.90	
08:07:41	165	22.90	4.20	
08:07:55	161	22.90	4.60	
08:08:11	154	22.90	3.90	
08:08:27	150	22.80	4.30	
08:08:43	143	22.80	3.70	
08:08:59	139	22.80	3.60	
08:11:44	126	22.90	3.50	
08:12:00	126	23.00	3.50	
08:12:16	125	23.10	8.20	
08:12:32	125	23.10	5.90	
08:12:49	122	23.20	7.40	
08:13:05	123	23.20	5.50	
08:13:21	123	23.30	5.20	
08:13:37	121	23.30	5.10	
08:13:51	122	23.20	4.80	
08:14:07	123	23.20	4.40	
08:14:23	123	23.20	4.20	
08:14:39	121	23.20	4.20	
08:14:55	122	23.10	4.40	
08:15:11	120	23.10	4.20	
08:15:27	119	23.10	4.30	
08:15:43	117	23.10	4.10	
08:15:59	117	23.00	4.80	
08:16:15	113	22.90	3.80	
08:16:31	109	22.90	3.90	
08:16:47	109	22.80	3.70	
08:17:03	109	22.80	3.60	
08:17:20	109	22.70	4.00	
08:17:36	110	22.70	4.20	
08:17:52	111	22.70	3.90	
08:08:08	112	22.60	4.30	
08:08:24	112	22.60	3.30	
08:08:38	107	22.50	4.10	
08:08:54	115	22.30	3.80	
08:19:10	119	22.30	3.60	
08:19:26	119	22.30	3.90	
08:19:42	119	22.30	4.10	
08:19:58	119	22.20	4.50	
08:20:14	115	22.10	4.10	
08:20:30	123	22.00	3.90	
08:20:46	121	22.20	4.10	
08:21:02	123	22.10	4.30	
08:21:08	114	22.10	4.10	
08:21:34	111	22.30	4.40	
08:21:51	111	22.30	4.20	
08:22:07	109	22.30	3.50	
08:22:23	107	22.20	3.40	
08:22:39	106	22.20	3.70	
08:22:55	102	22.20	3.30	
08:23:00	102	22.10	3.60	
08:23:25	102	22.10	3.10	
08:23:41	102	22.00	3.10	
08:23:57	99	22.00	3.10	
08:24:13	98	22.00	3.40	
08:24:29	98	22.00	3.40	
08:24:45	98	22.00	3.10	
08:25:01	97	22.10	3.20	
08:25:17	97	22.20	3.10	
08:25:33	101	22.20	3.40	
08:25:49	101	22.10	2.90	
08:26:05	101	22.30	3.50	
08:26:22	101	22.20	4.00	
08:26:38	102	22.10	2.80	
08:26:54	105	22.10	3.20	
08:27:10	105	22.00	3.30	
08:27:26	104	22.00	3.90	
08:27:40	103	21.90	3.50	
08:27:56	105	21.80	3.20	
08:28:12	102	21.80	3.30	
08:28:28	102	21.80	3.40	
08:28:44	101	21.60	3.20	
08:29:00	101	21.60	3.40	
08:29:16	105	21.70	3.40	
08:29:32	105	21.80	3.90	
08:29:48	103	21.80	3.20	
08:30:04	103	21.80	3.60	
08:30:20	102	21.80	3.50	
08:30:36	102	21.90	3.60	
08:30:53	102	21.90	3.50	
08:31:00	102	22.20	3.60	
08:31:25	104	22.20	3.40	
08:31:41	104	22.20	3.40	
08:31:57	105	22.30	3.40	
08:32:11	105	22.50	3.30	
08:32:27	105	22.40	3.40	
08:32:43	105	22.40	3.60	
08:32:59	102	22.30	3.30	
08:33:15	102	22.40	3.40	
08:33:31	102	22.20	3.30	
08:33:47	102	22.30	3.20	
08:34:03	102	22.20	3.30	
08:34:19	102	22.20	3.30	
08:34:35	101	22.20	3.40	
08:34:51	99	22.30	3.10	
08:35:07	99	22.40	3.10	
08:35:24	101	22.60	3.20	
08:35:40	101	22.50	3.30	
08:35:56	101	22.60	3.40	
08:36:12	101	22.60	3.10	
08:36:28	98	22.70	3.20	
08:36:44	97	22.70	3.10	
08:36:58	100	22.80	3.30	
08:37:14	98	22.80	3.20	
08:37:30	95	22.80	3.30	
08:37:46	89	22.70	2.90	
08:38:02	87	22.70	3.00	
08:40:44	84	22.20	2.30	
08:41:00	86	22.30	2.10	
08:41:16	85	22.20	-2.50	
08:41:32	86	22.20	-0.20	
08:41:48	86	22.20	-1.20	
08:42:04	86	22.40	-0.50	
08:42:20	86	22.40	0.30	
08:42:36	86	22.70	0.40	
08:42:53	86	22.70	0.90	
08:43:00	84	22.70	1.20	
08:43:25	84	22.80	1.30	
08:43:41	84	22.90	1.30	
08:43:57	84	22.70	1.00	
08:44:13	84	22.70	0.90	
08:44:27	80	22.70	1.20	
08:44:43	81	22.70	0.90	
08:44:59	83	22.60	1.00	
08:45:15	82	22.40	1.20	
08:45:31	85	22.40	1.30	
08:45:47	81	22.30	1.00	
08:46:03	80	22.30	1.10	
08:46:19	83	22.30	1.20	
08:46:35	83	22.10	1.20	
08:46:51	82	22.10	1.10	
08:47:08	80	21.90	1.10	
08:47:24	80	22.00	1.30	
08:47:40	81	21.90	1.00	
08:47:56	82	22.00	0.70	
08:48:12	80	22.10	1.20	
08:48:28	76	22.00	1.00	
08:48:44	79	21.90	0.90	
08:48:58	79	22.00	1.00	
08:49:14	82	21.90	1.30	
08:49:30	80	22.00	1.40	
08:49:46	82	21.90	0.90	
08:50:02	81	21.80	0.90	
08:50:08	80	21.80	1.20	
08:50:34	81	21.90	1.20	
08:50:50	80	21.80	0.90	
08:51:06	82	21.80	1.10	
08:51:22	82	21.80	1.10	
08:51:39	80	21.70	0.90	
08:51:55	81	21.80	1.30	
08:52:11	81	21.70	1.20	
08:52:27	82	21.60	1.00	
08:52:43	82	21.60	1.40	
08:52:59	80	21.70	1.10	
08:53:15	80	21.60	1.30	
08:53:31	82	21.60	1.10	
08:53:45	80	21.60	1.00	
08:54:01	80	21.60	1.00	
08:54:17	80	21.60	1.10	
08:54:33	80	21.50	1.00	
08:54:49	78	21.40	1.20	
08:55:05	79	21.40	1.00	
08:55:21	79	21.50	1.50	
08:55:37	79	21.50	1.00	
08:55:53	79	21.40	1.40	
08:56:10	78	21.40	1.10	
08:56:26	76	21.30	0.70	
08:56:42	76	21.30	0.80	
08:56:58	76	21.40	0.90	
08:57:14	76	21.40	1.00	
08:57:30	76	21.50	1.40	
08:57:46	76	21.40	0.80	
08:58:02	76	21.40	0.90	
08:58:16	76	21.60	0.80	
08:58:32	76	21.40	0.90	
08:58:48	76	21.50	0.80	
08:59:04	76	21.60	1.10	
08:59:20	76	21.60	1.00	
08:59:36	76	21.60	0.90	
08:59:52	76	21.60	0.80	
09:00:08	75	21.60	1.00	
09:00:24	74	21.60	1.00	
09:00:41	73	21.50	0.90	
09:00:57	73	21.50	0.90	
09:01:13	73	21.50	0.70	
09:01:29	74	21.50	0.60	
09:01:45	73	21.50	0.80	
09:02:01	73	21.50	1.00	
09:02:17	74	21.40	0.90	
09:02:33	73	21.40	0.70	
09:02:49	74	21.30	0.70	
09:03:03	74	21.30	1.20	
09:03:09	74	21.30	0.90	
09:03:35	73	21.20	0.80	
09:03:51	73	21.20	0.70	
09:04:07	73	21.10	0.80	
09:04:23	73	21.00	0.70	
09:04:39	73	21.00	0.60	
09:04:55	73	21.10	1.00	
09:05:12	75	21.20	1.00	
09:05:28	73	21.20	1.10	
09:05:44	73	21.20	0.80	
09:06:00	73	21.20	0.70	
09:06:16	73	21.20	0.70	
09:06:32	73	21.30	1.00	
09:06:48	73	21.30	1.20	
09:07:04	73	21.30	0.80	
09:00:47	71	21.30	2.00	
09:10:03	71	21.20	1.80	
09:10:09	72	21.30	-2.90	
09:10:35	70	21.30	-0.80	
09:10:51	72	21.20	-1.50	
09:11:08	69	21.20	-0.80	
09:11:24	69	21.20	-0.10	
09:11:40	69	21.30	0.20	
09:11:56	69	21.20	0.30	
09:12:12	69	21.20	0.80	
09:12:28	69	21.20	0.60	
09:12:44	69	21.20	0.70	
09:13:00	69	21.20	0.70	
09:13:16	72	21.20	0.70	
09:13:30	70	21.20	1.00	
09:13:46	71	21.20	0.70	
09:14:02	71	21.20	1.00	
09:14:18	72	21.30	0.60	
09:14:34	72	21.30	0.80	
09:14:50	72	21.20	0.90	
09:15:06	72	21.30	1.40	
09:15:22	72	21.20	0.60	
09:15:39	72	21.20	1.20	
09:15:55	71	21.20	0.50	
09:16:11	72	21.10	0.80	
09:16:27	72	21.20	0.90	
09:16:43	72	21.10	0.70	
09:16:59	73	21.10	1.00	
09:17:15	74	21.00	1.10	
09:17:31	75	21.10	0.70	
09:17:47	75	21.10	0.90	
09:18:03	76	21.10	1.10	
09:18:17	78	21.10	1.10	
09:18:33	79	21.10	0.90	
09:18:49	79	21.10	0.90	
09:09:05	79	21.20	1.50	
09:09:21	82	21.20	1.10	
09:09:37	81	21.20	0.80	
09:09:53	82	21.20	1.20	
09:20:10	83	21.10	1.10	
09:20:26	83	21.10	1.00	
09:20:42	84	21.20	1.30	
09:20:58	86	21.20	1.20	
09:21:14	86	21.10	1.30	
09:21:30	86	21.20	1.10	
09:21:46	89	21.20	1.40	
09:22:02	90	21.20	1.60	
09:22:18	90	21.10	1.50	
09:22:34	90	21.10	1.20	
09:22:48	93	21.10	1.30	
09:23:04	91	21.10	1.50	
09:23:20	94	21.10	1.20	
09:23:36	94	21.10	1.60	
09:23:52	95	21.10	1.50	
09:24:08	96	21.10	1.50	
09:24:24	97	21.10	1.80	
09:24:41	97	21.10	1.40	
09:24:57	101	21.10	1.80	
09:25:13	101	21.10	1.60	
09:25:29	103	21.30	1.80	
09:25:45	104	21.20	1.90	
09:26:01	105	21.30	1.70	
09:26:17	106	21.40	2.10	
09:26:33	108	21.40	1.90	
09:26:49	108	21.50	1.90	
09:27:05	108	21.50	2.00	
09:27:09	111	21.50	1.90	
09:27:35	110	21.50	2.00	
09:27:51	112	21.60	2.10	
09:28:07	112	21.50	2.30	
09:28:23	113	21.60	1.80	
09:28:39	113	21.60	1.70	
09:28:55	115	21.60	2.00	
09:29:12	114	21.60	2.20	
09:29:28	113	21.60	1.80	
09:29:44	113	21.70	2.00	
09:30:00	113	21.50	2.40	
09:30:16	114	21.60	1.80	
09:30:32	115	21.60	2.20	
09:30:48	113	21.60	2.10	
09:31:04	116	21.60	2.10	
09:31:20	116	21.60	2.00	
09:31:36	116	21.60	2.50	
09:31:52	116	21.60	2.00	
09:32:06	117	21.60	2.00	
09:32:22	117	21.50	1.90	
09:32:38	117	21.50	2.10	
09:32:54	117	21.50	2.20	
09:33:10	117	21.50	2.40	
09:33:27	117	21.50	2.10	
09:33:43	114	21.50	2.10	
09:33:59	113	21.50	2.10	
09:34:15	113	21.60	2.10	
09:34:31	110	21.70	2.00	
09:34:47	111	21.70	1.90	
09:35:03	111	21.70	2.00	
09:35:09	110	21.80	2.00	
09:35:35	111	21.80	1.90	
09:35:51	109	21.80	1.80	
09:36:07	109	21.90	1.90	
09:38:49	105	21.70	2.70	
09:39:05	105	21.60	3.00	
09:39:21	105	21.60	2.60	
09:39:35	105	21.60	2.70	
09:39:51	105	21.50	3.00	
09:40:07	106	21.50	3.10	
09:40:23	106	21.50	2.50	
09:40:39	106	21.50	3.30	
09:40:56	107	21.50	2.90	
09:41:12	107	21.50	2.80	
09:41:28	107	21.40	2.90	
09:41:44	106	21.30	3.30	
09:42:00	106	21.50	2.80	
09:42:16	106	21.40	3.10	
09:42:32	106	21.40	2.50	
09:42:48	106	21.50	3.30	
09:43:04	106	21.40	2.90	
09:43:20	106	21.40	2.80	
09:43:36	106	21.50	3.00	
09:43:52	106	21.40	3.10	
09:44:06	105	21.40	2.90	
09:44:22	105	21.40	3.40	
09:44:38	104	21.40	2.80	
09:44:54	105	21.50	2.90	
09:45:10	105	21.50	2.80	
09:45:27	105	21.60	2.80	
09:45:43	104	21.70	2.80	
09:45:59	103	21.80	2.90	
09:46:15	103	21.80	3.10	
09:46:31	104	21.90	2.70	
09:46:47	104	22.00	3.10	
09:47:03	104	21.90	2.90	
09:47:09	103	22.00	2.90	
09:47:35	102	22.00	2.50	
09:47:51	102	21.90	2.70	
09:48:07	102	21.90	2.70	
09:48:23	102	21.90	3.10	
09:48:39	102	21.90	2.50	
09:48:53	102	21.90	2.70	
09:49:00	102	21.80	2.50	
09:49:25	102	21.90	2.70	
09:49:41	102	21.70	3.20	
09:49:58	101	21.80	2.50	
09:50:14	100	21.80	2.70	
09:50:30	98	21.80	2.90	
09:50:46	98	21.80	2.60	
09:51:02	98	21.80	3.10	
09:51:18	98	21.80	2.90	
09:51:34	97	21.70	2.50	
09:51:50	97	21.70	2.70	
09:52:06	97	21.70	2.60	
09:52:22	96	21.70	2.50	
09:52:38	95	21.50	2.50	
09:52:54	96	21.50	2.50	
09:53:10	95	21.50	2.40	
09:53:24	95	21.60	2.30	
09:53:40	95	21.50	2.30	
09:53:56	95	21.50	2.80	
09:54:12	95	21.40	2.30	
09:54:29	93	21.50	2.10	
09:54:45	93	21.40	2.30	
09:55:01	93	21.50	2.30	
09:55:17	94	21.50	2.50	
09:55:33	91	21.60	2.60	
09:55:49	91	21.50	2.30	
09:56:05	91	21.50	2.30	
09:56:21	91	21.60	2.50	
09:56:37	89	21.60	2.40	
09:56:53	90	21.70	2.30	
09:57:00	89	21.70	2.10	
09:57:25	89	21.80	2.20	
09:57:41	87	21.70	2.20	
09:57:55	88	21.90	2.20	
09:58:11	89	21.90	2.20	
09:58:27	87	21.90	2.20	
09:58:43	87	21.90	2.40	
09:59:00	87	21.90	2.60	
09:59:16	87	21.80	2.20	
09:59:32	87	21.90	1.70	
09:59:48	85	21.70	2.10	
10:00:04	85	21.70	2.00	
10:00:10	84	21.80	2.10	
10:00:36	84	21.80	2.00	
10:00:52	84	21.80	2.30	
10:01:08	81	21.70	2.00	
10:01:24	83	21.70	2.20	
10:01:40	83	21.70	2.20	
10:01:56	83	21.60	2.10	
10:02:12	80	21.50	1.90	
10:02:26	80	21.50	1.70	
10:02:42	80	21.40	1.80	
10:02:58	80	21.30	2.00	
10:03:14	80	21.30	1.80	
10:03:31	80	21.20	1.70	
10:03:47	80	21.20	2.00	
10:04:03	79	21.20	1.80	
10:04:19	79	21.20	1.50	
10:04:35	78	21.30	1.70	
10:04:51	77	21.40	1.80	
10:05:07	79	21.40	1.90	
10:07:50	76	21.80	1.80	
10:08:06	75	21.70	1.90	
10:08:22	75	21.70	-0.60	
10:08:38	74	21.60	0.70	
10:08:54	75	21.50	0.50	
10:00:10	75	21.40	0.80	
10:00:27	73	21.30	0.50	
10:00:43	74	21.40	0.50	
10:00:59	74	21.30	1.20	
10:10:15	74	21.30	1.30	
10:10:31	73	21.20	1.30	
10:10:47	73	21.20	1.30	
10:11:03	74	21.20	1.10	
10:11:19	73	21.10	1.20	
10:11:35	73	21.10	1.20	
10:11:51	73	21.20	1.20	
10:12:07	73	21.20	1.50	
10:12:23	73	21.30	1.20	
10:12:39	73	21.30	1.40	
10:12:55	73	21.30	1.30	
10:13:00	73	21.40	1.20	
10:13:25	73	21.40	1.50	
10:13:41	73	21.40	1.10	
10:13:58	73	21.40	1.30	
10:14:14	73	21.50	1.20	
10:14:30	72	21.50	1.40	
10:14:46	72	21.50	1.40	
10:15:02	72	21.50	1.20	
10:15:18	72	21.40	1.20	
10:15:34	72	21.40	1.10	
10:15:50	72	21.40	1.50	
10:16:06	72	21.30	1.50	
10:16:22	70	21.30	1.10	
10:16:38	71	21.20	1.90	
10:16:54	69	21.20	0.90	
10:17:10	69	21.00	0.80	
10:17:26	69	21.00	1.80	
10:17:40	67	20.90	1.50	
10:17:56	68	20.80	0.60	
10:18:12	66	20.90	1.10	
10:18:29	68	20.80	0.70	
10:18:45	68	20.80	1.30	
10:19:01	67	20.70	1.20	
10:19:17	68	20.70	1.20	
10:19:33	68	20.60	0.80	
10:19:49	68	20.60	1.30	
10:10:05	68	20.70	1.10	
10:10:21	65	20.70	0.70	
10:10:37	65	20.70	1.00	
10:10:53	66	20.60	1.10	
10:21:00	66	20.60	1.20	
10:21:25	65	20.80	0.90	
10:21:41	65	20.70	1.00	
10:21:57	65	20.80	0.90	
10:22:11	67	20.70	0.80	
10:22:27	66	20.80	0.80	
10:22:43	67	20.80	1.40	
10:23:00	65	20.90	0.90	
10:23:16	65	20.90	0.70	
10:23:32	65	20.90	0.80	
10:23:48	65	21.10	0.80	
10:24:04	64	21.00	0.70	
10:24:10	63	21.10	0.90	
10:24:36	62	21.10	0.70	
10:24:52	63	21.10	0.80	
10:25:08	63	21.20	0.90	
10:25:24	62	21.10	1.10	
10:25:40	62	21.10	0.80	
10:25:56	62	21.00	0.70	
10:26:12	62	21.00	0.40	
10:26:28	62	20.90	1.00	
10:26:42	62	20.90	0.50	
10:26:58	62	20.80	0.70	
10:27:15	61	20.80	0.80	
10:27:31	59	20.70	0.80	
10:27:47	59	20.70	0.60	
10:28:03	58	20.60	0.60	
10:28:19	58	20.60	0.50	
10:28:35	58	20.60	0.40	
10:28:51	56	20.60	0.70	
10:29:07	57	20.60	0.50	
10:29:23	55	20.60	0.80	
10:29:39	54	20.70	0.60	
10:29:55	55	20.70	0.50	
10:30:11	54	20.70	0.30	
10:30:27	54	20.70	0.40	
10:30:43	52	20.80	0.80	
10:30:59	52	20.80	0.40	
10:31:15	51	20.80	0.40	
10:31:29	51	20.80	0.40	
10:31:46	51	20.80	0.60	
10:32:02	51	20.80	0.20	
10:32:18	48	20.70	0.20	
10:32:34	47	20.70	0.20	
10:32:50	49	20.70	0.30	
10:33:06	47	20.70	0.20	
10:33:22	44	20.50	0.00	
10:33:38	46	20.60	0.40	
10:33:54	46	20.50	0.00	
10:34:10	44	20.50	0.20	
10:36:52	41	20.10	0.40	
10:37:08	40	20.00	1.00	
10:37:24	41	20.00	-2.20	
10:37:40	40	20.00	-0.20	
10:37:56	40	19.90	-1.50	
10:38:12	40	19.90	-0.40	
10:38:28	40	19.90	-0.80	
10:38:44	39	19.90	0.00	
10:38:58	39	19.90	0.10	
10:39:15	38	19.90	0.00	
10:39:31	39	19.90	0.00	
10:39:47	38	19.90	0.30	
10:40:03	37	20.00	0.10	
10:40:19	36	20.00	-0.10	
10:40:35	36	20.00	-0.10	
10:40:51	36	20.00	0.50	
10:41:07	36	20.00	0.00	
10:41:23	36	20.00	-0.80	
10:41:39	36	20.00	-0.30	
10:41:55	36	20.00	0.20	
10:42:11	34	19.90	-0.30	
10:42:27	34	20.00	0.00	
10:42:43	35	19.90	-0.40	
10:42:59	34	19.90	-0.30	
10:43:15	33	19.90	-0.30	
10:43:29	32	19.80	0.00	
10:43:46	32	19.80	-0.20	
10:44:02	32	19.70	0.30	
10:44:18	32	19.70	0.10	
10:44:34	32	19.70	-0.50	
10:44:50	32	19.70	-0.60	
10:45:06	31	19.60	-0.70	
10:45:22	31	19.70	-0.40	
10:45:38	31	19.50	-0.30	
10:45:54	30	19.60	-0.30	
10:46:10	30	19.50	-0.20	
10:46:26	29	19.50	-0.30	
10:46:42	29	19.50	-0.30	
10:46:58	29	19.50	-0.50	
10:47:14	29	19.40	-0.30	
10:47:30	29	19.40	-0.40	
10:47:46	29	19.40	-0.30	
10:48:02	29	19.40	-0.50	
10:48:17	29	19.40	-0.40	
10:48:33	29	19.50	-0.50	
10:48:49	29	19.60	-0.50	
10:49:05	26	19.50	-0.40	
10:49:21	26	19.60	-0.30	
